Applicant (student) Username,Applications ID,Employer Industry Name,Postings Apply Start Date,Postings Expiration Date Date,Student Educations Cumulative Gpa
sruffner,867312,Management Consulting,,2016-04-29,3.71
avarma6,10754520,Internet & Software,,2018-04-16,4
mdeng6,3340919,Healthcare,,2017-06-01,3.72
jbrillia,3509124,"Journalism, Media & Publishing",,2018-02-06,3.46
jbrillia,3709076,Non-Profit - Other,,2017-03-31,3.46
kwebste3,634500,Oil & Gas,,2016-01-21,3.09
kwebste3,307800,Manufacturing - Other,,2015-11-08,3.09
svitkin,932233,Defense,,2016-05-15,
svitkin,487011,Politics,,2015-11-30,
asayeed,6388053,Internet & Software,,2017-11-07,3.3
asayeed,6387313,Non-Profit - Other,,2017-10-27,3.3
vnguy14,12278512,Internet & Software,,2018-03-30,3.76
zguo6,11823796,Electronic & Computer Hardware,,2018-04-06,
hjurman,7094115,Management Consulting,,2017-09-29,2.84
avarma6,8343614,Internet & Software,,2017-11-03,4
avarma6,18740872,Internet & Software,,2018-10-19,4
gbiggie,1019710,Manufacturing - Other,,2016-05-22,3.45
ycao15,1902090,Higher Education,,2016-09-22,3.55
yli131,851692,Management Consulting,,2016-04-29,
yli131,555523,Internet & Software,,2016-01-22,
yli131,906089,Investment Banking,,2016-05-15,
yli131,952517,Scientific and Technical Consulting,,2016-05-12,
yli131,873404,Other Industries,,2016-05-14,
yli131,940990,Investment Banking,,2016-04-30,
emoore17,836965,Social Assistance,,2016-03-20,3.49
lloecher,25023992,Biotech & Life Sciences,,2019-04-04,3.34
nchait,1632262,Higher Education,,2016-09-22,3.21
nchait,1632246,Higher Education,,2016-09-22,3.21
jrashid,20203763,Higher Education,,2018-11-19,2.5
szhang27,483714,"Journalism, Media & Publishing",,2015-12-15,3.09
szhang27,479148,Human Resources,,2016-01-01,3.09
lkeshish,24657372,Investment Banking,,2019-03-05,3.63
sshar28,472409,Hotels & Accommodation,,2015-11-30,3.09
eradford,21868078,Real Estate,,2019-01-17,3.93
lbagwin,8847874,Research,,2017-11-30,3.46
qlu7,20144939,Higher Education,,2018-11-16,3.61
rosulliv,1015962,Environmental Services,,2016-06-03,2.08
jchoi75,13900326,Electronic & Computer Hardware,,2018-05-30,3.32
jchoi75,16234457,Investment Banking,,2018-09-09,3.32
zyou5,20442470,Investment Banking,,2018-11-28,3.56
yzh191,19959278,CPG - Consumer Packaged Goods,,2018-11-26,3.89
cjuarez2,20142556,Higher Education,,2018-11-16,3.15
cwhite31,21053800,Other Industries,,2019-01-24,2.71
mgreico,794051,Politics,,2016-04-24,2.71
ctan8,3692851,Investment Banking,,2017-02-27,3.68
mwang54,16240441,Higher Education,,2018-09-09,3.86
lchen34,372167,Manufacturing - Other,,2015-11-08,2.76
jcarr8,12107079,Investment / Portfolio Management,,2018-03-21,3.52
qli31,16274604,Higher Education,,2018-09-09,3.6
tvasu,7258220,Management Consulting,,2017-09-29,3.61
jgray23,20448080,Investment Banking,,2018-11-28,3.76
ckong2,192249,Internet & Software,,2015-09-20,2.83
ckong2,34871,Insurance,,2015-08-30,2.83
ckong2,34810,Management Consulting,,2015-08-30,2.83
akhadilk,19609716,Electronic & Computer Hardware,,2018-11-05,3.93
jberns20,16450275,Higher Education,,2018-09-18,3.6
abhairo,16146921,Higher Education,,2018-09-09,3.85
apage7,13955218,Electronic & Computer Hardware,,2018-05-30,1.47
amehra4,20439357,Investment Banking,,2018-11-28,3.46
lchen34,462328,Internet & Software,,2015-11-30,2.76
lchen34,1024265,Internet & Software,,2016-06-30,2.76
lchen34,372195,Food & Beverage,,2015-11-02,2.76
lchen34,462387,Higher Education,,2016-01-04,2.76
yoh9,24219409,Higher Education,,2019-04-18,4
fcrumbo,24447383,Higher Education,,2019-03-13,2.95
mbish12,24248819,Higher Education,,2019-03-13,2.82
mbish12,18057774,Higher Education,,2018-10-01,2.82
zyang46,12170231,Insurance,,2018-04-06,4
hliao9,26377687,Legal & Law Enforcement,,2019-04-30,3.69
sdas13,330049,Insurance,,2015-10-30,3.97
zwang122,13817770,Electronic & Computer Hardware,,2018-05-30,4
dgautam2,19612650,CPG - Consumer Packaged Goods,,2018-11-26,3.98
twu30,19352585,Electronic & Computer Hardware,,2018-11-05,3.9
asanusi,15252323,Investment Banking,,2018-09-02,3.63
morenste,25016748,Higher Education,,2019-03-13,2.78
ddowdell,25085411,Higher Education,,2019-03-13,3.35
yli137,7357541,Investment / Portfolio Management,,2017-10-01,3.43
xli113,20424349,Investment Banking,,2018-11-28,3.6
lyoung12,25020145,Higher Education,,2019-03-13,3.86
mibrahi5,12235049,Non-Profit - Other,,2018-03-19,3.92
sdas13,828298,Investment Banking,,2016-04-22,3.97
swong25,192253,Internet & Software,,2015-09-20,3.8
sdas13,330078,Insurance,,2015-10-25,3.97
ctolfa,24356315,Higher Education,,2019-03-13,3.94
ctolfa,17660014,Higher Education,,2018-10-01,3.94
malarie,25705615,Biotech & Life Sciences,,2019-04-04,3.28
ydu17,14702927,Investment Banking,,2018-08-12,3.32
ydu17,5370828,Higher Education,,2017-09-10,3.32
ydu17,14702680,Higher Education,,2018-09-09,3.32
cwu59,12896764,Retail Stores,,2018-05-03,3.9
cwu59,15854149,Investment Banking,,2018-09-02,3.9
cwu59,15854739,Investment Banking,,2018-09-02,3.9
xchen74,11871523,Non-Profit - Other,,2018-03-19,3.6
lluo4,20529691,Internet & Software,,2018-12-20,3.8
lluo4,20527842,"Movies, TV, Music",,2018-12-21,3.8
lluo4,26058001,Transportation & Logistics,,2019-04-18,3.8
xlv,832493,Human Resources,,2016-03-06,
dvillar,9346292,Medical Devices,,2017-12-15,2.53
tmilnes,23403123,Internet & Software,,2019-02-21,2.82
tmarion2,11302858,Electronic & Computer Hardware,,2018-10-22,
jwalk31,23359551,Internet & Software,,2019-02-14,3.59
pfilippo,16291985,Higher Education,,2018-09-09,3.48
pfilippo,16293416,Higher Education,,2018-09-09,3.48
xchen74,14832651,Higher Education,,2018-08-12,3.6
lluo4,23581977,Biotech & Life Sciences,,2019-03-28,3.8
lwang38,485351,Management Consulting,,2015-12-31,3.43
nphan4,16660767,Higher Education,,2018-09-16,3.88
mali7,716474,Electronic & Computer Hardware,,2016-03-13,3.6
aendres,55423,Higher Education,,2015-08-31,3.41
jsmall4,2914402,CPG - Consumer Packaged Goods,,2016-11-28,3.24
smlawer,495371,Management Consulting,,2015-11-01,3.65
bayachi,369742,,,2015-11-01,3.87
akurtz9,12816965,Investment / Portfolio Management,,2018-04-06,2.89
afernan8,5870483,Investment / Portfolio Management,,2017-10-01,3.62
afernan8,791370,Investment / Portfolio Management,,2016-04-01,3.62
xxie10,352044,Investment Banking,,2015-11-01,3.61
xdeng5,26732530,Internet & Software,,2019-04-11,
lbarash,12754212,Higher Education,,2018-04-05,3.82
mali7,787067,Electronic & Computer Hardware,,2016-03-14,3.6
mali7,2071717,Internet & Software,,2016-10-03,3.6
klloyd,3569737,Higher Education,,,
kding5,20426242,Investment Banking,,2018-11-28,3.97
xxie10,203847,Higher Education,,2015-10-11,3.61
xxie10,37009,Investment / Portfolio Management,,2015-10-04,3.61
xxie10,679641,CPG - Consumer Packaged Goods,,2016-02-05,3.61
xxie10,316157,Manufacturing - Other,,2015-11-08,3.61
eantoine,18049323,Higher Education,,2018-10-01,2.68
mbodek,6064555,Higher Education,,2017-09-10,3.85
pwright4,26785000,Commercial Banking & Credit,,2019-04-18,3.32
sfang12,8537172,Internet & Software,,2017-11-08,3.69
szhan2,14092483,Real Estate,,2018-06-22,3.62
nzhang15,4801021,Management Consulting,,2017-06-17,4
agutier6,26552175,Investment Banking,,2019-04-10,3.85
khoang2,25721800,Biotech & Life Sciences,,2019-04-04,4
xshen16,16242404,Higher Education,,2018-09-09,3.59
dborruso,12115616,Defense,,2018-03-23,2.77
ashulims,2912504,Legal & Law Enforcement,,2016-11-28,3.74
jmagloi2,326118,Human Resources,,2015-12-03,2.86
jpelagal,23758908,Construction,,2019-03-21,3.67
dabarcae,7808704,Management Consulting,,2017-11-08,3.27
avaquera,14236067,Scientific and Technical Consulting,,2018-07-31,2.93
avaquera,13701244,Electronic & Computer Hardware,,2018-06-01,2.93
jgrey2,879651,Insurance,,2016-04-25,2.24
gvander2,80200,Transportation & Logistics,,2015-09-24,3.7
gvander2,58186,Other Industries,,2015-08-30,3.7
scummin9,23505422,"Movies, TV, Music",,2019-02-10,3.66
aluk,16145220,Higher Education,,2018-09-14,3.44
jmagloi2,326102,Human Resources,,2015-12-19,2.86
jmagloi2,453381,Investment Banking,,2015-11-30,2.86
jpelagal,17852552,Management Consulting,,2018-10-12,3.67
jmagloi2,326140,Investment / Portfolio Management,,2015-12-05,2.86
jmagloi2,953115,Retail Stores,,2016-04-13,2.86
jmagloi2,447752,Internet & Software,,2015-12-28,2.86
jmagloi2,326066,Internet & Software,,2015-11-28,2.86
smkhabel,20136427,Higher Education,,2018-11-16,3.84
ifiguero,758589,Legal & Law Enforcement,,2016-02-20,3.35
ifiguero,931129,Politics,,2016-04-24,3.35
swu52,16674905,Higher Education,,2018-09-16,3.81
bzheng9,11667176,,,2018-03-02,3.54
yzh155,7289093,Management Consulting,,2017-09-29,3.78
scorcora,483875,Management Consulting,,2015-12-31,3.18
bnyann,1721479,Higher Education,,2016-09-22,3.22
mkhan18,3596531,,,,3.59
mfeehan2,8941887,Internet & Software,,2017-11-24,2.58
jmao6,3804453,Insurance,,2017-03-10,3.74
mfeehan2,9447454,Accounting,,2017-12-14,2.58
mfeehan2,8856752,Biotech & Life Sciences,,2017-11-10,2.58
mfeehan2,8941392,Pharmaceuticals,,2017-11-17,2.58
jashcraf,17827711,Higher Education,,2018-10-01,3.58
scorcora,1915771,Higher Education,,2016-09-22,3.18
nkuhrt,363197,,,2015-11-01,3.68
ndrogo,7980264,Biotech & Life Sciences,,2017-11-08,2.87
scorcora,895151,Human Resources,,2016-05-14,3.18
scorcora,867067,Human Resources,,2016-07-12,3.18
nkuhrt,56191,Investment Banking,,2015-08-30,3.68
nkuhrt,418127,Human Resources,,2015-12-27,3.68
rmuchang,18979813,Oil & Gas,,2018-11-15,2.98
anewm14,520204,Investment / Portfolio Management,,2016-01-09,3.48
icha,3596495,,,,3.81
vdey,19000275,Higher Education,,2018-11-16,2.87
vdey,16534840,Higher Education,,2018-10-01,2.87
epadron,930237,K-12 Education,,2016-05-30,3.96
oostrike,5583672,Investment Banking,,2017-09-15,3.54
dfoggio,9459640,Medical Devices,,2017-12-15,3.25
agoldb16,10998994,,,2018-03-02,3.6
agoldb16,16286712,Higher Education,,2018-09-09,3.6
solin,11711742,Healthcare,,2018-03-23,2.96
agoldb16,16286693,Higher Education,,2018-09-09,3.6
pshrest3,16818134,Healthcare,,2018-09-21,3.86
mdelsord,6679445,Internet & Software,,2017-11-04,3.89
abui2,3597860,,,,3.9
dkim90,19942907,Accounting,,2018-11-23,3.49
mlee64,7937107,Management Consulting,,2017-10-17,3.25
oostrike,5194135,Higher Education,,2017-09-10,3.54
dle5,2913212,Legal & Law Enforcement,,2016-11-28,3.23
hli50,25086825,Higher Education,,2019-03-13,3.66
sgudipud,12771180,Higher Education,,2018-04-05,3.1
wtan8,22971838,Insurance,,2019-01-31,3.87
msabati2,18061691,Higher Education,,2018-10-01,2.74
mmcgove4,867270,"Government - Local, State & Federal",,2016-09-30,3.3
fshi3,12993128,Investment Banking,,2018-04-18,3.99
jmontag2,17938107,Higher Education,,2018-10-01,3.61
elapins,25999016,Biotech & Life Sciences,,2019-04-04,3.16
kkindred,11774280,,,2018-03-02,3.95
elindboo,23730059,Research,,2019-02-28,3.17
ajose2,20946215,Investment Banking,,2019-01-02,3.5
yyang92,20897366,Non-Profit - Other,,2018-12-14,3.37
rhenry7,542224,Internet & Software,,2016-02-24,3.48
tmichae5,1604719,Higher Education,,2016-09-22,2.97
tmichae5,1604721,Higher Education,,2016-09-22,2.97
ngyamfi,189189,Higher Education,,2015-12-31,
mmorkous,1190022,Internet & Software,,2016-08-18,3.56
mmorkous,1782604,Higher Education,,2016-09-22,3.56
jeby,25342131,Management Consulting,,2019-03-31,3.62
mtanveer,93522,Internet & Software,,2015-09-20,
hwang71,14940835,Investment Banking,,2018-08-12,3.67
sruffner,915023,Internet & Software,,2016-03-28,3.71
zliang11,10914893,,,2018-03-02,3.73
hyu28,2836305,Investment / Portfolio Management,,2016-11-28,3.5
yjin16,301501,Accounting,,2015-10-15,3.33
adutta3,5083223,Scientific and Technical Consulting,,2017-09-30,3.3
adutta3,1429258,Internet & Software,,2016-10-02,3.3
sdempse4,23777828,Defense,,2019-11-01,3
cryu,12242853,Non-Profit - Other,,2018-03-19,3.94
cwhitak3,15105820,Higher Education,,2018-08-12,3.25
dle5,16300387,Higher Education,,2018-09-09,3.23
dfoggio,4168532,Healthcare,,2017-03-31,3.25
gvander2,58179,Investment / Portfolio Management,,2015-08-30,3.7
shajisey,19565677,Management Consulting,,2018-10-31,3.85
shajisey,21955915,International Affairs,,2019-02-12,3.85
jgrey2,879120,Other Industries,,2016-04-30,2.24
jgrey2,2149269,Hotels & Accommodation,,2016-10-07,2.24
jgrey2,879150,Human Resources,,2016-07-12,2.24
dmcaulay,25296540,Aerospace,,2019-03-31,2.75
gvander2,58183,Insurance,,2015-08-30,3.7
gvander2,73610,Human Resources,,2015-12-02,3.7
gvander2,58182,Internet & Software,,2015-08-30,3.7
gvander2,63722,Healthcare,,2015-09-23,3.7
gvander2,80115,K-12 Education,,2015-12-07,3.7
shajisey,24604047,Biotech & Life Sciences,,2019-03-28,3.85
mikediob,3594709,Higher Education,,2017-02-13,3.34
rrodri15,1614006,Investment Banking,,2016-10-09,3.32
sdole3,440792,Higher Education,,2015-11-11,3.59
jmagloi2,453303,Other Industries,,2015-11-30,2.86
jmagloi2,326014,Manufacturing - Other,,2015-11-08,2.86
jmagloi2,471731,Other Education,,2015-11-30,2.86
ifiguero,2894204,Legal & Law Enforcement,,2016-11-28,3.35
swu52,18330414,Investment Banking,,2018-10-05,3.81
jrosell,489638,"Advertising, PR & Marketing",,2016-01-22,2.86
yzh155,7379400,Investment / Portfolio Management,,2017-10-01,3.78
ealaniz,3596437,,,,3.66
jmao6,396894,,,2015-11-08,3.74
xtang16,24761294,Higher Education,,2019-03-13,3.7
jmao6,370511,Investment Banking,,2015-11-01,3.74
jmao6,393590,Other Industries,,2015-11-26,3.74
scorcora,319162,Human Resources,,2015-12-19,3.18
scorcora,2623810,,,,3.18
scorcora,475422,Human Resources,,2015-12-19,3.18
scorcora,906161,Real Estate,,2016-05-22,3.18
nkuhrt,67731,Accounting,,2015-08-30,3.68
scorcora,523671,Sports & Leisure,,2016-02-09,3.18
mngai2,20468732,Healthcare,,2018-12-28,3.74
syadav,369994,,,2015-11-01,3.12
dsalerno,591125,Higher Education,,2016-02-01,3.95
ltang11,25176925,Higher Education,,2019-03-13,3.9
jdelacer,11237717,Commercial Banking & Credit,,2018-04-05,2.67
epadron,929860,Other Education,,2016-04-21,3.96
hpark43,3754260,Investment / Portfolio Management,,2017-02-15,3.76
xcao10,467837,Other Industries,,2015-11-30,3.2
jlu39,11710856,Investment Banking,,2018-03-09,3.23
wduan5,11281208,,,2018-03-02,3.96
fhama,19564745,Electronic & Computer Hardware,,2018-11-05,3.12
shirschh,23519660,"Movies, TV, Music",,2019-02-10,3.77
vsabhnan,8506699,Healthcare,,2017-11-07,3.88
ocohen2,676182,,,,3.65
ocohen2,2287853,Healthcare,,2016-10-11,3.65
ocohen2,474045,Higher Education,,2016-01-04,3.65
zjames,11641082,Internet & Software,,2018-04-06,2.63
zjames,11857559,Investment / Portfolio Management,,2018-03-30,2.63
zjames,1083032,Real Estate,,2016-07-02,2.63
achiibu,520795,Manufacturing - Other,,2016-01-29,3.33
sfrank6,9346743,Medical Devices,,2017-12-29,3.68
cbedetse,24086906,Tourism,,2019-02-27,3.58
dle5,21831308,Commercial Banking & Credit,,2019-01-10,3.23
ylin69,16694181,Higher Education,,2018-09-14,3.95
epinsker,5640475,Manufacturing - Other,,2017-09-22,3.82
agontzes,26418083,Higher Education,,2019-04-18,3.26
dro,6018987,Higher Education,,2017-09-10,4
sluechee,11355415,,,2018-03-02,3.18
yzh203,19932637,Management Consulting,,2019-03-31,3.66
yzh203,12339395,Investment / Portfolio Management,,2018-03-21,3.66
yzh203,21112091,Commercial Banking & Credit,,2019-01-10,3.66
oostrike,5194143,Higher Education,,2017-08-14,3.54
oostrike,5196799,Higher Education,,2017-08-14,3.54
tbegum,16223318,Higher Education,,2018-09-14,2.45
gmuiruri,22909326,"Movies, TV, Music",,2019-02-10,2.73
zliang11,11795565,Higher Education,,2018-03-30,3.73
ypeng11,13812015,Investment / Portfolio Management,,2018-07-05,
sadhika4,20638649,Management Consulting,,2019-03-31,3.9
yyang92,20897098,Non-Profit - Other,,2018-12-31,3.37
bwang24,8342264,,,,
jewanow,24676300,Higher Education,,2019-03-13,3.2
lgodwin2,164815,Higher Education,,2015-11-21,3.6
dmethere,1033612,Human Resources,,2016-07-12,3.31
cjuarez2,20144152,Higher Education,,2018-11-16,3.15
hwang71,10973770,Wholesale Trade,,2018-02-23,3.67
hwang71,6977955,Management Consulting,,2017-09-29,3.67
ahollomo,3596469,,,,3.8
zliang11,12491802,Insurance,,2018-04-06,3.73
dsong10,25870154,Manufacturing - Other,,2019-03-26,3
yjin16,475201,Hotels & Accommodation,,2015-11-30,3.33
yjin16,475368,"Advertising, PR & Marketing",,2015-11-30,3.33
thoangph,20146324,Higher Education,,2018-11-16,3.68
adutta3,3898381,Internet & Software,,2017-02-28,3.3
adutta3,4233745,,,2017-05-07,3.3
hwang64,19823380,Medical Devices,,2018-11-29,3.56
sdempse4,12298448,Investment / Portfolio Management,,2018-04-06,3
tmichae5,7951831,Human Resources,,2017-12-31,2.97
marinark,16692671,Higher Education,,2018-09-16,3.53
mlee81,27066657,Higher Education,,2019-04-18,3.73
kfloresg,20140328,Higher Education,,2018-11-16,2.63
schudaco,1791398,Higher Education,,2016-09-22,3.74
kkim66,12281378,Investment / Portfolio Management,,2018-03-21,3.5
kkim66,10852138,Internet & Software,,2018-02-09,3.5
kkishore,582511,Food & Beverage,,2016-02-12,3.11
kkishore,24267357,Transportation & Logistics,,2019-03-31,3.11
cfan4,353582,Transportation & Logistics,,2015-12-26,3.7
abruce3,1890810,Higher Education,,2016-09-22,3.98
sgao6,329438,Insurance,,2015-10-30,3.83
jcaldwe8,11676385,Research,,2018-03-01,
akhosla,915986,Pharmaceuticals,,2016-03-31,3.66
amusaa,20367724,Investment Banking,,2018-12-15,2.3
dhargro3,4882598,Investment Banking,,2017-06-11,3.35
dhargro3,892123,Politics,,2016-04-22,3.35
gmongell,2883381,Higher Education,,2016-11-28,3.75
vezenwa,99396,Investment / Portfolio Management,,2015-09-20,3.12
vezenwa,99395,Investment / Portfolio Management,,2015-09-20,3.12
ehallora,3596590,,,,3.77
mli59,11569136,,,2018-03-02,3.87
smathunj,13614896,Investment / Portfolio Management,,2018-07-05,3.67
hdong3,17841665,Higher Education,,2018-10-01,3.73
pmcconeg,289106,Accounting,,2015-10-15,3.85
yli131,953697,Scientific and Technical Consulting,,2016-05-26,
yli131,192303,Internet & Software,,2015-09-20,
yli131,98024,Internet & Software,,2015-09-20,
yli131,1002053,"Advertising, PR & Marketing",,2016-06-21,
yli131,942288,Manufacturing - Other,,2016-05-22,
yli131,888617,"Journalism, Media & Publishing",,2016-04-03,
yli131,996766,Research,,2016-05-20,
yli131,942581,Internet & Software,,2017-08-22,
yli131,1050899,Utilities and Renewable Energy,,2016-07-15,
yli131,964477,Computer Networking,,2016-05-22,
mli59,16510870,Higher Education,,2018-09-18,3.87
pmcconeg,371062,Investment Banking,,2015-11-01,3.85
pmcconeg,371063,Investment Banking,,2015-11-01,3.85
pmcconeg,71604,Other Industries,,2015-10-04,3.85
jmill98,4175695,Fashion,,2017-04-16,3.16
jmill98,4174942,Non-Profit - Other,,2017-03-31,3.16
pconway3,3491260,Internet & Software,,2017-02-19,3.55
ppham2,2369903,Investment Banking,,2016-10-15,3.5
lphelps2,2884401,"Journalism, Media & Publishing",,2016-11-28,3.49
jxu44,491526,Internet & Software,,2016-01-29,3.6
akhosla,2262038,Investment Banking,,2016-10-15,3.66
vmehta5,2560496,Other Industries,,2016-10-30,3.7
cdicker2,3742587,Defense,,2017-03-11,3.54
ispeece,15092699,Higher Education,,2018-08-12,3.51
tyu17,18441989,Investment Banking,,2018-10-08,3.85
ispeece,15092713,Higher Education,,2018-08-12,3.51
rgross12,13845243,Electronic & Computer Hardware,,2018-05-30,3.25
nyu5,16225918,Higher Education,,2018-09-09,3.85
vmehta5,362619,,,2015-11-01,3.7
vmehta5,362593,Investment Banking,,2015-11-01,3.7
nyu5,16297425,Higher Education,,2018-09-09,3.85
vmehta5,252802,Higher Education,,2015-10-11,3.7
vmehta5,367409,Investment Banking,,2015-11-01,3.7
cdicker2,3742591,Medical Devices,,2017-04-02,3.54
aachary5,20045778,Higher Education,,2018-11-16,3.65
xding12,5362971,Investment Banking,,2017-08-15,3.95
xding12,14782482,Higher Education,,2018-08-12,3.95
xding12,5258041,Higher Education,,2017-08-14,3.95
jpaulk,407796,"Advertising, PR & Marketing",,2016-01-15,3.2
jpaulk,407805,Non-Profit - Other,,2015-12-26,3.2
dorenste,4823705,Management Consulting,,2017-06-17,3.63
dorenste,470620,Management Consulting,,2015-11-30,3.63
dorenste,456492,Commercial Banking & Credit,,2016-04-30,3.63
myu20,13406185,Management Consulting,,2018-05-31,3.92
